TRUE,10080157,2006,Durston S,Biological Psychiatry,2,"No-Go > Go, Healthy Controls","Action.Inhibition,Cognition.Attention",9
FALSE,10080157,2006,Durston S,Biological Psychiatry,3,"Parametric Effect of Preceding Number of Go Trials, Healthy Controls","Action.Inhibition,Cognition.Attention",3
FALSE,10080157,2006,Durston S,Biological Psychiatry,4,"Go > No-Go, Unaffected Siblings","Action.Inhibition,Cognition.Attention",3
FALSE,10080157,2006,Durston S,Biological Psychiatry,5,"No-Go > Go, Unaffected Siblings","Action.Inhibition,Cognition.Attention",5
FALSE,10080157,2006,Durston S,Biological Psychiatry,6,"Parametric Effect of Preceding Number of Go Trials, Unaffected Siblings","Action.Inhibition,Cognition.Attention",2
FALSE,10080157,2006,Durston S,Biological Psychiatry,7,"Go > No-Go, Siblings with Attention Deficit/Hyperactivity Disorder","Action.Inhibition,Cognition.Attention",2
FALSE,10080157,2006,Durston S,Biological Psychiatry,8,"No-Go > Go, Siblings with Attention Deficit/Hyperactivity Disorder","Action.Inhibition,Cognition.Attention",2
FALSE,10080157,2006,Durston S,Biological Psychiatry,9,Healthy Controls > Siblings with Attention Deficit/Hyperactivity Disorder,"Action.Inhibition,Cognition.Attention",5
FALSE,10080157,2006,Durston S,Biological Psychiatry,10,Healthy Controls > Unaffected Siblings,"Action.Inhibition,Cognition.Attention",4
FALSE,10080160,2002,Erk S,Neuroreport,1,Sports Cars > Small Cars,Emotion.Other,7
TRUE,10080160,2002,Erk S,Neuroreport,2,Sports Cars > Limousines,Emotion.Other,2
FALSE,10080160,2002,Erk S,Neuroreport,3,Limousines > Sports Cars,Emotion.Other,2
FALSE,10080160,2002,Erk S,Neuroreport,4,Limousines > Small Cars,Emotion.Other,2
TRUE,10080186,2009,Mak A K Y,Neuropsychologia,1,"Regulate Negative > View Negative, Males","Cognition.Attention,Emotion.Other",4
TRUE,10080186,2009,Mak A K Y,Neuropsychologia,2,"Regulate Negative > View Negative, Females","Cognition.Attention,Emotion.Other",2
FALSE,10080186,2009,Mak A K Y,Neuropsychologia,3,"View Negative > Regulate Negative, Males","Cognition.Attention,Emotion.Other",1
FALSE,10080186,2009,Mak A K Y,Neuropsychologia,4,"Regulate Positive > View Positive, Males","Emotion.Other,Cognition.Attention",2
FALSE,10080186,2009,Mak A K Y,Neuropsychologia,5,"Regulate Positive > View Positive, Females","Emotion.Other,Cognition.Attention",1
FALSE,10080186,2009,Mak A K Y,Neuropsychologia,6,"View Positive > Regulate Positive, Males","Emotion.Other,Cognition.Attention",1
FALSE,10080186,2009,Mak A K Y,Neuropsychologia,7,"View Positive > Regulate Positive, Females","Emotion.Other,Cognition.Attention",1
FALSE,10080214,2009,Ye Z,NeuroImage,1,Effects of Plausibility in Sentence Comprehension,Cognition.Language.Semantics,4
FALSE,10080214,2009,Ye Z,NeuroImage,2,Effects of Syntax in Sentence Comprehension,"Cognition.Language.Semantics,Cognition.Language.Syntax",4
FALSE,10080214,2009,Ye Z,NeuroImage,3,Effects of Interaction in Sentence Comprehension,Cognition.Language.Semantics,4
FALSE,10080214,2009,Ye Z,NeuroImage,4,Effects of Congruency in Stroop Task,Cognition.Attention,14
FALSE,10080214,2009,Ye Z,NeuroImage,5,Effects of Congruency in Flanker Task,Cognition.Attention,6
FALSE,10080214,2009,Ye Z,NeuroImage,6,"Plausibility, Stroop Congruency and Flanker Congruency","Cognition.Attention,Cognition.Language.Semantics",6
FALSE,10080214,2009,Ye Z,NeuroImage,7,"Plausibility, and Stroop Congruency","Cognition.Attention,Cognition.Language.Semantics",8
TRUE,10080214,2009,Ye Z,NeuroImage,8,Plausibility vs. Stroop Congruency and Flanker Congruency,"Cognition.Attention,Cognition.Language.Semantics",2
TRUE,11010021,2009,Peters J,Journal of Neuroscience,1,"Positive Correlation with Subjective Value of Delayed Reward, Delay Discounting","Cognition.Other,Emotion.Other",25
TRUE,11010021,2009,Peters J,Journal of Neuroscience,2,"Positive Correlation with Subjective Value of Delayed Reward, Delay > Probabilistic Discounting","Cognition.Other,Emotion.Other",8
FALSE,11010021,2009,Peters J,Journal of Neuroscience,3,Subjective Valuation during Probabilistic Discounting,"Cognition.Other,Emotion.Other",59
FALSE,11010021,2009,Peters J,Journal of Neuroscience,4,"Subjective Valuation during Probabilistic Discounting, Probabilistic Discounting > Delay Discounting","Cognition.Other,Emotion.Other",45
FALSE,11010021,2009,Peters J,Journal of Neuroscience,5,Correlation between Subjective Value and both Delay Discounting and Probabilistic Discounting,"Cognition.Other,Emotion.Other",4
FALSE,11010021,2009,Peters J,Journal of Neuroscience,6,"Correlation with Inverse Delay-to-Reward, Orthogonalized with Respect to Subjective Value","Cognition.Other,Emotion.Other",2
FALSE,11010021,2009,Peters J,Journal of Neuroscience,7,"Correlation with Reward Probability, Orthogonalized with Respect to Subjective Value","Cognition.Other,Emotion.Other",32
FALSE,11010021,2009,Peters J,Journal of Neuroscience,8,Subjective Value Correlation Delay Discounting,"Cognition.Other,Emotion.Other",19
FALSE,11010021,2009,Peters J,Journal of Neuroscience,9,Correlation with Inverse Delay-to-Reward,"Cognition.Other,Emotion.Other",13
FALSE,11010021,2009,Peters J,Journal of Neuroscience,10,Correlation with Reward Probability,"Cognition.Other,Emotion.Other",54
FALSE,11010021,2009,Peters J,Journal of Neuroscience,11,"Correlation with Reward Magnitude, Delay Discounting","Cognition.Other,Emotion.Other",15
FALSE,11010021,2009,Peters J,Journal of Neuroscience,12,"Correlation with Reward Magnitude, Probability Discounting","Cognition.Other,Emotion.Other",19
FALSE,12050044,2010,Khader P H,Brain Research,1,Noun Generation > Rhyme Generation,"Cognition.Language.Speech,Cognition.Language.Semantics",8
FALSE,12050044,2010,Khader P H,Brain Research,2,Verb Generation > Rhyme Generation,"Cognition.Language.Speech,Cognition.Language.Semantics",2
TRUE,12050044,2010,Khader P H,Brain Research,3,Noun Generation > Letter-Search,"Cognition.Language.Speech,Cognition.Language.Semantics",4
FALSE,12050044,2010,Khader P H,Brain Research,4,Verb Generation > Letter-Search,"Cognition.Language.Speech,Cognition.Language.Semantics",5
FALSE,12050044,2010,Khader P H,Brain Research,5,Nouns > Verbs,"Cognition.Language.Speech,Cognition.Language.Semantics",1
FALSE,12050044,2010,Khader P H,Brain Research,6,Verbs > Nouns,"Cognition.Language.Speech,Cognition.Language.Semantics",3
FALSE,12100066,2010,Han S,Neuropsychologia,1,Death-Related > Neutral-Valence Words,"Cognition.Attention,Cognition.Language.Semantics,Emotion.Sadness",6
TRUE,12100066,2010,Han S,Neuropsychologia,2,Negative-Valence > Neutral-Valence Words,"Cognition.Attention,Cognition.Language.Semantics,Emotion.Sadness",7
FALSE,12100066,2010,Han S,Neuropsychologia,3,Neutral-Valence > Death-Related Words,"Cognition.Attention,Cognition.Language.Semantics,Emotion.Sadness",2
FALSE,12100066,2010,Han S,Neuropsychologia,4,Negative-Valence > Death-Related Words,"Cognition.Attention,Cognition.Language.Semantics,Emotion.Sadness",3
FALSE,12100078,2007,Schaefer M,Brain Research,1,Familiar Brands > Unfamiliar Brands,"Action.Imagination,Perception.Vision",5
FALSE,12100078,2007,Schaefer M,Brain Research,2,Sport/Luxury Brands > Unfamiliar Brands,"Action.Imagination,Perception.Vision",1
TRUE,12100078,2007,Schaefer M,Brain Research,3,Value Brands > Unfamiliar Brands,"Action.Imagination,Perception.Vision",5
FALSE,12100078,2007,Schaefer M,Brain Research,4,Sport/Luxury Brands > Value Brands,"Action.Imagination,Perception.Vision,Cognition.Other,Emotion.Other",2
FALSE,13080068,2008,Kensinger E A,Journal of Cognitive Neuroscience,1,Young and Old: Recognition of All Items > Control,"Cognition.Attention,Cognition.Memory,Emotion.Other",5
FALSE,13080068,2008,Kensinger E A,Journal of Cognitive Neuroscience,2,Young and Old: Recognition of Positive and Negative Items > Control,"Emotion.Other,Cognition.Attention,Cognition.Memory",3
FALSE,13080068,2008,Kensinger E A,Journal of Cognitive Neuroscience,3,Young and Old: Recognition of Negative Items > Control,"Emotion.Other,Cognition.Attention,Cognition.Memory",1
FALSE,13080068,2008,Kensinger E A,Journal of Cognitive Neuroscience,4,Young and Old: Recognition of Positive Items > Control,"Emotion.Other,Cognition.Attention,Cognition.Memory",8
FALSE,13080068,2008,Kensinger E A,Journal of Cognitive Neuroscience,5,Young: Recognition of All Items > Control,"Cognition.Attention,Cognition.Memory,Emotion.Other",2
TRUE,13080068,2008,Kensinger E A,Journal of Cognitive Neuroscience,6,Old: Recognition of All Items > Control,"Cognition.Attention,Cognition.Memory,Emotion.Other",9
FALSE,13080068,2008,Kensinger E A,Journal of Cognitive Neuroscience,7,Old: Recognition of Positive Items > Control,"Cognition.Attention,Emotion.Other,Cognition.Memory",4
FALSE,13080076,2006,Sergerie K,Journal of Cognitive Neuroscience,1,Encoding: Fearful Remembered vs. Forgotten,"Cognition.Memory,Cognition.Attention",4
FALSE,13080076,2006,Sergerie K,Journal of Cognitive Neuroscience,2,Encoding: Neutral Remembered > Forgotten,"Cognition.Memory,Cognition.Attention",10
FALSE,13080076,2006,Sergerie K,Journal of Cognitive Neuroscience,3,Encoding: Fearful Remembered > Neutral Remembered,"Cognition.Memory,Cognition.Attention,Emotion.Other",4
FALSE,13080076,2006,Sergerie K,Journal of Cognitive Neuroscience,4,Recognition: Fearful Remembered > Forgotten,"Cognition.Memory.Explicit,Cognition.Memory",14
TRUE,13080076,2006,Sergerie K,Journal of Cognitive Neuroscience,5,Recognition: Neutral Remembered > Forgotten,"Cognition.Memory.Explicit,Cognition.Memory",15
FALSE,13080076,2006,Sergerie K,Journal of Cognitive Neuroscience,6,Recognition: Fearful Remembered > Neutral Remembered,"Cognition.Memory.Explicit,Cognition.Memory,Emotion.Other",4
FALSE,14010002,2012,Contreras J M,Social Cognitive and Affective Neuroscience,1,Categorical Knowledge (Non-Social > Social),"Cognition.Language.Semantics,Cognition.Social Cognition",8
FALSE,14010002,2012,Contreras J M,Social Cognitive and Affective Neuroscience,2,Feature Verification (Object > Person),"Cognition.Language.Semantics,Cognition.Social Cognition",2
FALSE,14010002,2012,Contreras J M,Social Cognitive and Affective Neuroscience,3,Categorical Knowledge (Social > Non-Social),"Cognition.Language.Semantics,Cognition.Social Cognition",10
TRUE,14010002,2012,Contreras J M,Social Cognitive and Affective Neuroscience,4,Feature Verification (Person > Object),"Cognition.Language.Semantics,Cognition.Social Cognition",9
FALSE,14010008,2010,Greimel E,Journal of Neural Transmission,1,"Other > Control, Correlations with Age","Perception.Vision.Shape,Emotion.Other",1
FALSE,14010008,2010,Greimel E,Journal of Neural Transmission,2,"Self > Control, Correlation with Age","Perception.Vision.Shape,Emotion.Other,Cognition.Social Cognition",1
FALSE,14010008,2010,Greimel E,Journal of Neural Transmission,3,"Self vs. Other, Correlations with Age","Perception.Vision.Shape,Cognition.Social Cognition,Emotion.Other",1
FALSE,14010008,2010,Greimel E,Journal of Neural Transmission,4,Other > Control,"Emotion.Other,Perception.Vision.Shape,Cognition.Social Cognition",21
FALSE,14010008,2010,Greimel E,Journal of Neural Transmission,5,Self > Control,"Cognition.Social Cognition,Emotion.Other,Perception.Vision.Shape",18
TRUE,14010008,2010,Greimel E,Journal of Neural Transmission,6,Self > Other,"Cognition.Social Cognition,Emotion.Other",8
FALSE,14010008,2010,Greimel E,Journal of Neural Transmission,7,Other > Self,"Cognition.Social Cognition,Emotion.Other",5
FALSE,14010009,2011,Hampshire A,Cerebral Cortex,1,Peak Activation Coordinates During Reasoning,Cognition.Reasoning,11
FALSE,14010009,2011,Hampshire A,Cerebral Cortex,2,Main Effect of Rule Complexity for Simultaneous Panels,Cognition.Reasoning,9
FALSE,14010009,2011,Hampshire A,Cerebral Cortex,3,Main Effect of Analogical Distance for Simultaneous Panels,Cognition.Reasoning,6
FALSE,14010009,2011,Hampshire A,Cerebral Cortex,4,Rule Complexity - Analogical Distance for Simultaneous Panels,Cognition.Reasoning,9
FALSE,14010009,2011,Hampshire A,Cerebral Cortex,5,Analogical Distance - Rule Complexity for Simultaneous Panels,Cognition.Reasoning,3
FALSE,14010009,2011,Hampshire A,Cerebral Cortex,6,Main Effect of Rule Complexity for Separate Panels,Cognition.Reasoning,5
TRUE,14010009,2011,Hampshire A,Cerebral Cortex,7,Main Effect of Analogical Distance for Separate Panels,Cognition.Reasoning,5
FALSE,14010012,2013,Jack A I,NeuroImage,1,"Social > Rest, Mechanical < Rest","Cognition.Reasoning,Cognition.Social Cognition",2
FALSE,14010012,2013,Jack A I,NeuroImage,2,"Mechanical > Rest, Social < Rest","Cognition.Reasoning,Cognition.Social Cognition",3
TRUE,14010012,2013,Jack A I,NeuroImage,3,Social > Mechanical,"Cognition.Reasoning,Cognition.Social Cognition",42
FALSE,14010012,2013,Jack A I,NeuroImage,4,Mechanical > Social,"Cognition.Reasoning,Cognition.Social Cognition",32
FALSE,14010034,2009,Wu S S,Cerebral Cortex,1,"Mental Arithmetic, Roman, Calculation - Identification",Cognition.Reasoning,4
FALSE,14010034,2009,Wu S S,Cerebral Cortex,2,"Mental Arithmetic, Roman, Identification - Calculation",Cognition.Reasoning,3
FALSE,14010034,2009,Wu S S,Cerebral Cortex,3,"Mental Arithmetic, Arabic, Calculation - Identification",Cognition.Reasoning,3
FALSE,14010034,2009,Wu S S,Cerebral Cortex,4,"Mental Arithmetic, Arabic, Identification - Calculation",Cognition.Reasoning,3
TRUE,14010034,2009,Wu S S,Cerebral Cortex,5,"Mental Arithmetic, Arabic - Roman","Cognition.Reasoning,Cognition.Language.Syntax",2
FALSE,14010034,2009,Wu S S,Cerebral Cortex,6,"Mental Arithmetic, Roman - Arabic","Cognition.Reasoning,Cognition.Language.Syntax",6
FALSE,14030042,2013,Terasawa Y,Human Brain Mapping,1,Body Now > Possession Now,Cognition.Soma,7
FALSE,14030042,2013,Terasawa Y,Human Brain Mapping,2,Emotion Now > Possession Now,Emotion.Other,6
FALSE,14030042,2013,Terasawa Y,Human Brain Mapping,3,Body Usual > Possession Usual,"Cognition.Soma,Cognition.Memory.Explicit",4
FALSE,14030042,2013,Terasawa Y,Human Brain Mapping,4,Emotion Usual > Possession Usual,"Emotion.Other,Cognition.Memory.Explicit",17
FALSE,14030042,2013,Terasawa Y,Human Brain Mapping,5,"Common Activations, Emotion Now and Body Now","Emotion.Other,Cognition.Soma",2
FALSE,14030042,2013,Terasawa Y,Human Brain Mapping,6,Coactivated Areas for Body Now and Emotion Now (Conjunction Analysis),"Emotion.Other,Cognition.Soma",12
FALSE,14030042,2013,Terasawa Y,Human Brain Mapping,7,Coactivated Areas for Body Usual and Emotion Usual (Conjunction Analysis),"Emotion.Other,Cognition.Soma",8
TRUE,14030042,2013,Terasawa Y,Human Brain Mapping,8,Emotion Now > Body Now,"Emotion.Other,Cognition.Soma",8
FALSE,14030042,2013,Terasawa Y,Human Brain Mapping,9,Body Now > Emotion Now,"Emotion.Other,Cognition.Soma",1
TRUE,14050059,2012,Bzdok D,Cerebral Cortex,1,(TR--AG) and (AT--AG) and (TR--HA) and (AT--HA),,4
FALSE,14050059,2012,Bzdok D,Cerebral Cortex,2,(TR--AG) and (AT--AG),,14
TRUE,14050059,2012,Bzdok D,Cerebral Cortex,3,(TR--HA) and (AT--HA),,15
FALSE,14050059,2012,Bzdok D,Cerebral Cortex,4,(TR--AG) and (AT--AG) and (HA--AG),,1
FALSE,14050059,2012,Bzdok D,Cerebral Cortex,5,(TR--HA) and (AT--HA) and (AG--HA),,8
FALSE,14050059,2012,Bzdok D,Cerebral Cortex,6,AT--TR,,4
FALSE,14050059,2012,Bzdok D,Cerebral Cortex,7,TR--AT,,3
FALSE,14050059,2012,Bzdok D,Cerebral Cortex,8,TR and AT and HA and AG,,19
FALSE,14050059,2012,Bzdok D,Cerebral Cortex,9,Male AT- female AT,,3
TRUE,14050070,2012,Moseley R,,1,All emotion words > Baseline,"Emotion.Other,Cognition.Language",16
TRUE,14050070,2012,Moseley R,,2,Abstract emotion words > Baseline,Cognition.Language,16
FALSE,14050070,2012,Moseley R,,3,Experimental words,Cognition.Language,16
FALSE,14050070,2012,Moseley R,,4,Face words,Cognition.Language,17
FALSE,14050070,2012,Moseley R,,5,Arm words,Cognition.Language,18
FALSE,14050079,2012,Uchiyama H,Cortex,1,Metaphor effect [(Mc-Cm)+(Mi-Im)],Cognition.Language.Semantics,11
FALSE,14050079,2012,Uchiyama H,Cortex,2,Metaphor-specific effect [(Mc-Cm)+(Mi-Im)]-[(Sc-Cs)-(Si-Is)],Cognition.Language.Semantics,2
TRUE,14050079,2012,Uchiyama H,Cortex,3,Sarcasm effect [(Sc-Cs)+(Si-Is)],Cognition.Language.Semantics,6
FALSE,14050079,2012,Uchiyama H,Cortex,4,Coherence effect [(Mc-Cm)-(Mi-Im)]+[(Sc-Cs)-(Si-Is)],Cognition.Language.Semantics,2
FALSE,14050079,2012,Uchiyama H,Cortex,5,Sarcasm and metaphor effects by the conjunction analysis,Cognition.Language.Semantics,3
FALSE,14070151,2002,Levine B,"Journal of Neurology, Neurosurgery, and Psychiatry",1,"Retrieval Activations (Retrieval - Encoding), Traumatic Brain Injury Patients",Cognition.Memory.Explicit,12
TRUE,14070151,2002,Levine B,"Journal of Neurology, Neurosurgery, and Psychiatry",2,"Retrieval Activations (Retrieval - Encoding), Healthy Controls",Cognition.Memory.Explicit,17
FALSE,14070151,2002,Levine B,"Journal of Neurology, Neurosurgery, and Psychiatry",3,Increased Retrieval Activation (Retrieval - Encoding) in TBI Patients Relative To Healthy Controls,Cognition.Memory.Explicit,5
FALSE,14070151,2002,Levine B,"Journal of Neurology, Neurosurgery, and Psychiatry",4,Decreased Retrieval Activation (Retrieval - Encoding) in TBI Patients Relative To Healthy Controls,Cognition.Memory.Explicit,5
FALSE,14070151,2002,Levine B,"Journal of Neurology, Neurosurgery, and Psychiatry",5,"Retrieval Activations (Retrieval - Encoding), TBI Patient 5",Cognition.Memory.Explicit,7
FALSE,15010008,2008,Hooker C I,Social Cognitive and Affective Neuroscience,1,Emotion Inference (EI): False Belief (FB) > EI: True Belief (TB),,17
FALSE,15010008,2008,Hooker C I,Social Cognitive and Affective Neuroscience,2,EI: FB > Emotion Recognition (ER): FB,,17
FALSE,15010008,2008,Hooker C I,Social Cognitive and Affective Neuroscience,3,(EI: FB - ER: FB) > (EI: TB - ER: TB),,14
TRUE,15010008,2008,Hooker C I,Social Cognitive and Affective Neuroscience,4,ER: TB > ER: FB,,10
FALSE,15010008,2008,Hooker C I,Social Cognitive and Affective Neuroscience,5,ER: FB > ER: TB,,6
FALSE,15010008,2008,Hooker C I,Social Cognitive and Affective Neuroscience,6,EI: FB > EI: TB (correlated with overall empathy),,8
FALSE,15010008,2008,Hooker C I,Social Cognitive and Affective Neuroscience,7,EI: FB vs. ER: FB (correlated with overall empathy),,6
FALSE,15010008,2008,Hooker C I,Social Cognitive and Affective Neuroscience,8,ER: TB > ER: FB (correlated with overall empathy),,10
FALSE,15010008,2008,Hooker C I,Social Cognitive and Affective Neuroscience,9,Personal Distress (PD): EI: FB vs. EI: TB,,1
FALSE,15010008,2008,Hooker C I,Social Cognitive and Affective Neuroscience,10,PD: ER: TB vs. ER: FB,,2
FALSE,15010008,2008,Hooker C I,Social Cognitive and Affective Neuroscience,11,PD: EI: FB vs. ER: FB,,2
FALSE,15030026,2010,Rothmayr C,NeuroImage,1,False belief > True belief,Cognition.Social Cognition,13
FALSE,15030026,2010,Rothmayr C,NeuroImage,2,No go > Go,Cognition.Social Cognition,4
FALSE,15030026,2010,Rothmayr C,NeuroImage,3,Conjunction for False belief > True belief and No go > Go,Cognition.Social Cognition,6
TRUE,15030026,2010,Rothmayr C,NeuroImage,4,Masking False belief > True belief with No go > Go,Cognition.Social Cognition,10
TRUE,15030031,2014,Spunt R P,NeuroImage,1,(Study 1) Why > How,Cognition.Social Cognition,15
FALSE,15030031,2014,Spunt R P,NeuroImage,2,(Study 1) How > Why,Cognition.Social Cognition,11
FALSE,15030031,2014,Spunt R P,NeuroImage,3,(Study 2) [Why > How] & [Belief > Photo],Cognition.Social Cognition,2
TRUE,15030031,2014,Spunt R P,NeuroImage,4,(Study 2) [Why > How] > [Belief > Photo],Cognition.Social Cognition,3
FALSE,15030031,2014,Spunt R P,NeuroImage,5,(Study 2) [Belief > Photo] > [Why > How],Cognition.Social Cognition,5
FALSE,15030031,2014,Spunt R P,NeuroImage,6,(Study 2) Why > How,Cognition.Social Cognition,14
TRUE,15060074,2014,Hernandez M,Journal of Cognitive Neuroscience,1,Verbs > Pseudoverbs,,5
TRUE,16010018,2012,Ross L A,Cerebral Cortex,1,Fame > No fame,"Perception.Vision,Cognition.Reasoning",10
FALSE,16010018,2012,Ross L A,Cerebral Cortex,2,No fame > Fame,"Perception.Vision,Cognition.Reasoning",7
TRUE,16040101,2001,Grabowski T J,Human Brain Mapping,1,Effect of Task: Naming Unique Entities vs. Baseline Tasks,"Cognition.Language.Speech,Perception.Vision",8
FALSE,16040101,2001,Grabowski T J,Human Brain Mapping,2,Effect of Category: Face Tasks > Place Tasks,"Cognition.Language.Speech,Perception.Vision",3
FALSE,16040101,2001,Grabowski T J,Human Brain Mapping,3,Effect of Category: Place Tasks > Face Tasks,"Cognition.Language.Speech,Perception.Vision",5
FALSE,16040101,2001,Grabowski T J,Human Brain Mapping,4,Naming Persons or Landmarks vs. Baseline Tasks,"Cognition.Language.Speech,Perception.Vision",1
FALSE,16040101,2001,Grabowski T J,Human Brain Mapping,5,Naming Persons vs. Building Baseline,"Cognition.Language.Speech,Perception.Vision",1
FALSE,16040101,2001,Grabowski T J,Human Brain Mapping,6,Naming Landmarks vs. Face Baseline,"Cognition.Language.Speech,Perception.Vision",1
FALSE,16040101,2001,Grabowski T J,Human Brain Mapping,7,Face Baseline vs. Building Baseline,"Cognition.Language.Speech,Perception.Vision",1
FALSE,16040101,2001,Grabowski T J,Human Brain Mapping,8,Naming Persons vs. Naming Landmarks,"Cognition.Language.Speech,Perception.Vision",1
FALSE,16040101,2001,Grabowski T J,Human Brain Mapping,9,Naming Persons or Landmarks vs. Baseline Tasks,"Cognition.Language.Speech,Perception.Vision",2
FALSE,16040101,2001,Grabowski T J,Human Brain Mapping,10,Naming Persons vs. Face Baseline,Cognition.Language.Speech,1
FALSE,16040101,2001,Grabowski T J,Human Brain Mapping,11,Tasks with Faces vs. Landmarks/Buildings,Cognition.Language.Speech,1
FALSE,16040101,2001,Grabowski T J,Human Brain Mapping,12,Face Baseline vs. Building Baseline,"Cognition.Language.Speech,Perception.Vision",1
TRUE,16060151,2012,Kujala M V,PLoS ONE,1,"Dog_toward > Dog_Away, Dog experts",Perception.Vision,23
FALSE,16060151,2012,Kujala M V,PLoS ONE,2,"Dog_away > Dog_toward, Dog experts",Perception.Vision,1
FALSE,16060151,2012,Kujala M V,PLoS ONE,3,"Dog_toward > Human_toward, Dog experts",Perception.Vision,8
FALSE,16060151,2012,Kujala M V,PLoS ONE,4,"Dog_toward > Human_toward, Controls",Perception.Vision,3
FALSE,16060151,2012,Kujala M V,PLoS ONE,5,"Human_toward > Dog_toward, Dog Experts",Perception.Vision,2
FALSE,16060151,2012,Kujala M V,PLoS ONE,6,"Human_toward > Dog_toward, Controls",Perception.Vision,6
